Forest_NonForest,BGC,fieldcall,basemapunit,description,mapunit_ss_realm,mapunit_ss_association,mapunit_fnf,mapunit_nf
Forest,SBSwk3a,SBSwk3a/04,SBSwk3a/04,,SBSwk3a/04,SBSwk3a/04,forest ,forest 
Forest,SBSwk3a,SBSwk3a/05,SBSwk3a/05,,SBSwk3a/05,SBSwk3a/05,forest ,forest 
Forest,SBSwk3a,SBSwk3a/06,SBSwk3a/06,,SBSwk3a/06,SBSwk3a/06,forest ,forest 
Forest,SBSwk3a,SBSwk3a/07,SBSwk3a/07,,SBSwk3a/07,SBSwk3a/07,forest ,forest 
Forest,SBSwk3a,SBSwk3a/08,SBSwk3a/08,,SBSwk3a/08,SBSwk3a/08,forest ,forest 
NonForest,,,Sc,Shrub Carr,S,Sc,nonforest,Sc
NonForest,,,Sc01,Scrub birch - Kinnikinnick,S,Sc,nonforest,Sc01
NonForest,,,Sc02,Grey-leaved willow - Glow moss,S,Sc,nonforest,Sc02
NonForest,,,Sk,Krummholz,S,Sk,nonforest,Sk
NonForest,,,Sk33,Mountain hemlock - Bog blueberry - Crowberry,S,Sk,nonforest,Sk33
NonForest,,,Sk34,Mountain  hemlock - Pacific reedgrass - Hellebore ,S,Sk,nonforest,Sk34
Forest,SWBmk,SWBmk/01,SWBmk/01,,SWBmk/01,SWBmk/01,forest ,forest 
Forest,SWBmk,SWBmk/02,SWBmk/02,,SWBmk/02,SWBmk/02,forest ,forest 
Forest,SWBmk,SWBmk/03,SWBmk/03,,SWBmk/03,SWBmk/03,forest ,forest 
Forest,SWBmk,SWBmk/04,SWBmk/04,,SWBmk/04,SWBmk/04,forest ,forest 
Forest,SWBmk,SWBmk/05,SWBmk/05,,SWBmk/05,SWBmk/05,forest ,forest 
Forest,SWBmk,SWBmk/06,SWBmk/06,,SWBmk/06,SWBmk/06,forest ,forest 
Forest,SWBmk,SWBmk/07,SWBmk/07,,SWBmk/07,SWBmk/07,forest ,forest 
Forest,SWBmk,SWBmk/08,SWBmk/08,,SWBmk/08,SWBmk/08,forest ,forest 
Forest,SWBmk,SWBmk/09,SWBmk/09,,SWBmk/09,SWBmk/09,forest ,forest 
NonForest,,,Vh,Avalanche Herb,V,Vh,nonforest,Vh
NonForest,,,Vh01,Cow-parsnip - Fireweed - Nettle,V,Vh,nonforest,Vh01
NonForest,,,Vh01.1,Cow-parsnip - Fireweed - Nettle,V,Vh,nonforest,Vh01.1
NonForest,,,Vh01.2,Cow-parsnip - Fireweed - Bluejoint,V,Vh,nonforest,Vh01.2
NonForest,,,Vh02,Valerian - Hellebore - Fireweed,V,Vh,nonforest,Vh02
NonForest,,,Vh02.1,Valerian - Hellebore - Fireweed,V,Vh,nonforest,Vh02.1
NonForest,,,Vh02.2,Valerian - Showy Sedge - Fireweed,V,Vh,nonforest,Vh02.2
NonForest,,,Vh03,Lady fern - Hellebore - Valerian,V,Vh,nonforest,Vh03
NonForest,,,Vh04,Valerian - Meadowrue - Waterleaf,V,Vh,nonforest,Vh04
NonForest,,,Vh10,Fireweed - Grouseberry,V,Vh,nonforest,Vh10
NonForest,,,Vh11,Fireweed - Yarrow - Strawberry,V,Vh,nonforest,Vh11
NonForest,,,Vh12,Idaho fescue - Sulphur buckwheat - Fireweed,V,Vh,nonforest,Vh12
NonForest,,,Vs,Avalanche Shrub,Vs,Vs,nonforest,Vs
NonForest,,,Vs01,Sitka alder - Lady fern,V,Vs,nonforest,Vs01
NonForest,,,Vs01.1,Sitka alder - Lady fern,V,Vs,nonforest,Vs01.1
NonForest,,,Vs01.2,Sitka alder - Spiny wood fern,V,Vs,nonforest,Vs01.2
NonForest,,,Vs02,Sitka alder - Solomon's-seal,V,Vs,nonforest,Vs02
NonForest,,,Vs03,Sitka alder - Hellebore,V,Vs,nonforest,Vs03
NonForest,,,Vs04,Sitka alder - Devil's club - Oak fern,V,Vs,nonforest,Vs04
NonForest,,,Vs05,Sitka alder - Waterleaf,V,Vs,nonforest,Vs05
NonForest,,,Vs10,Willow - Cow-parsnip - Fireweed,V,Vs,nonforest,Vs10
NonForest,,,Vs10.1,Sitka willow - Cow-parsnip - Fireweed,V,Vs,nonforest,Vs10.1
NonForest,,,Vs10.2,Barclay's willow - Cow-parsnip - Fireweed,V,Vs,nonforest,Vs10.2
NonForest,,,Vs11,Thimbleberry - Cow-parsnip - Fireweed,V,Vs,nonforest,Vs11
NonForest,,,Vs12,Huckleberry - Rhododendron - Fireweed,V,Vs,nonforest,Vs12
NonForest,,,Vs13,Huckleberry - Bear-grass - Fireweed,V,Vs,nonforest,Vs13
NonForest,,,Vs14,Saskatoon - Snowberry - Strawberry,V,Vs,nonforest,Vs14
NonForest,,,Vs50,Sitka alder - Salmonberry,V,Vs,nonforest,Vs50
NonForest,,,Wa,Alpine Wetland,W,Wa,nonforest,Wa
NonForest,,,Wa01,Alpine sedge - Glowmoss,W,Wa,nonforest,Wa01
NonForest,,,Wa01.1,Alpine sedge - Marsh-marigold - Glowmoss,W,Wa,nonforest,Wa01.1
NonForest,,,Wa01.2,Alpine sedge - Leatherleaf saxifrage - Glowmoss,W,Wa,nonforest,Wa01.2
NonForest,,,Wa02,Alpine sedge - Bog-laurel - Peat-moss,W,Wa,nonforest,Wa02
NonForest,,,Wa03,Marsh-marigold - Globeflower - Springmoss,W,Wa,nonforest,Wa03
NonForest,,,Wb,Bog,W,Wb,nonforest,Wb
NonForest,,Wb01,Wb01,Sb - Creeping snowberry - Peat-moss,W,Wb,nonforest,Wb01
NonForest,,Wb02,Wb02,Pl - Bog rosemary - Peat-moss,W,Wb,nonforest,Wb02
NonForest,,Wb03,Wb03,Sb - Lingonberry - Peat-moss,W,Wb,nonforest,Wb03
NonForest,,Wb04,Wb04,Hw - Cloudberry - Peat-moss,W,Wb,nonforest,Wb04
NonForest,,Wb05,Wb05,Sb - Water sedge - Peat-moss,W,Wb,nonforest,Wb05
NonForest,,,Wb06,Lt - Water sedge - Fen-moss,W,Wb,nonforest,Wb06
NonForest,,,Wb07,Pl - Water sedge - Peat-moss,W,Wb,nonforest,Wb07
NonForest,,,Wb08,Sb - Soft-leaved sedge - Peat-moss,W,Wb,nonforest,Wb08
Forest,,,Wb09,Sb - Common horsetail - Peat-moss,W,Wb,nonforest,Wb09
Forest,,,Wb11,Sb - Buckbean - Peat-moss,W,Wb,nonforest,Wb11
NonForest,,,Wb12,Scheuchzeria - Peat-moss,W,Wb,nonforest,Wb12
NonForest,,,Wb13,Shore sedge - Buckbean - Peat-moss,W,Wb,nonforest,Wb13
NonForest,,,Wb14,Leatherleaf - Bog-rosemary - Peat-moss,W,Wb,nonforest,Wb14
Forest,,,Wb15,Spruce - Labrador tea - Peat-moss,W,Wb,nonforest,Wb15
Forest,,,Wb16,Sxw - Trapper's tea - Peat moss,W,Wb,nonforest,Wb16
NonForest,,,Wb50,Labrador tea - Bog-laurel - Peat-moss,W,Wb,nonforest,Wb50
Forest,,,Wb51,Shore pine - Crowberry - Tough peat-moss,W,Wb,nonforest,Wb51
Forest,,,Wb51.1,Shore pine - Crowberry - Tough peat-moss; tall shrub variation,W,Wb,nonforest,Wb51.1
Forest,,,Wb51.2,Shore pine - Crowberry - Tough peat-moss; wooded variation,W,Wb,nonforest,Wb51.2
Forest,,,Wb53,Shore pine - Yellow-cedar - Tufted clubrush,W,Wb,nonforest,Wb53
Forest,,,Wb53.1,Shore pine - Yellow-cedar - Tufted clubrush; wooded variation,W,Wb,nonforest,Wb53.1
Forest,,,Wb53.2,Shore pine - Yellow-cedar - Tufted clubrush; tall shrub variation,W,Wb,nonforest,Wb53.2
Forest,,,Wb54,Yellow-cedar  - Tufted clubrush - Tufted hairgrass ,W,Wb,nonforest,Wb54
NonForest,,,Wf,Fen,W,Wf,nonforest,Wf
NonForest,,,Wf01,Water sedge - Beaked sedge,W,Wf,nonforest,Wf01
NonForest,,,Wf02,Scrub birch - Water sedge,W,Wf,nonforest,Wf02
NonForest,,,Wf03,Water sedge - Peat-moss,W,Wf,nonforest,Wf03
NonForest,,,Wf04,Barclay's willow - Water sedge - Glow moss,W,Wf,nonforest,Wf04
NonForest,,,Wf05,Slender sedge - Common hook-moss,W,Wf,nonforest,Wf05
NonForest,,,Wf06,Slender sedge - Buckbean,W,Wf,nonforest,Wf06
NonForest,,,Wf07,Scrub birch - Buckbean - Shore sedge,W,Wf,nonforest,Wf07
NonForest,,,Wf08,Shore sedge - Buckbean - Hook-moss,W,Wf,nonforest,Wf08
NonForest,,,Wf09,Few-flowered spike-rush - Hook-moss,W,Wf,nonforest,Wf09
NonForest,,,Wf10,Hudson Bay clubrush - Red hook-moss,W,Wf,nonforest,Wf10
NonForest,,,Wf11,Tufted clubrush - Star moss,W,Wf,nonforest,Wf11
NonForest,,,Wf12,Narrow-leaved cotton-grass - Marsh-marigold,W,Wf,nonforest,Wf12
NonForest,,,Wf13,Narrow-leaved cotton-grass - Shore sedge,W,Wf,nonforest,Wf13
NonForest,,,Wf14,Tea-leaved willow - Water sedge - Glow moss,W,Wf,nonforest,Wf14
NonForest,,,Wf15,Rocky mountain sedge - Glow moss,W,Wf,nonforest,Wf15
NonForest,,,Wf18,Lt - Buckbean - Shore sedge,W,Wf,nonforest,Wf18
NonForest,,,Wf50,Narrow-leaved cotton-grass - Peat-moss,W,Wf,nonforest,Wf50
NonForest,,,Wf51,Sitka sedge - Peat-moss,W,Wf,nonforest,Wf51
NonForest,,,Wf52,Sweet gale - Sitka sedge,W,Wf,nonforest,Wf52
NonForest,,,Wf53,Slender sedge - White beak-rush,W,Wf,nonforest,Wf53
NonForest,,,Wm,Marsh,W,Wm,nonforest,Wm
NonForest,,,Wm01,Beaked sedge - Water sedge,W,Wm,nonforest,Wm01
NonForest,,,Wm02,Swamp horsetail - Beaked sedge,W,Wm,nonforest,Wm02
NonForest,,,Wm03,Awned sedge,W,Wm,nonforest,Wm03
NonForest,,,Wm04,Common spike-rush,W,Wm,nonforest,Wm04
NonForest,,,Wm05,Cattail,W,Wm,nonforest,Wm05
NonForest,,,Wm06,Great bulrush,W,Wm,nonforest,Wm06
NonForest,,,Wm07,Baltic rush,W,Wm,nonforest,Wm07
NonForest,,,Wm08,Sharp bulrush,W,Wm,nonforest,Wm08
NonForest,,,Wm09,Inflated sedge,W,Wm,nonforest,Wm09
NonForest,,,Wm10,Sharp bulrush,W,Wm,nonforest,Wm10
NonForest,,,Wm11,Inflated sedge,W,Wm,nonforest,Wm11
NonForest,,,Wm12,Woolly sedge,W,Wm,nonforest,Wm12
NonForest,,,Wm13,Seaside arrow-grass,W,Wm,nonforest,Wm13
NonForest,,,Wm14,Common reed,W,Wm,nonforest,Wm14
NonForest,,,Wm15,Bluejoint - Water sedge,W,Wm,nonforest,Wm15
NonForest,,,Wm16,Bluejoint - Arrow-leaved groundsel,W,Wm,nonforest,Wm16
NonForest,,,Wm50,Sitka sedge - Hemlock-parsley,W,Wm,nonforest,Wm50
NonForest,,,Wm51,Three-way sedge,W,Wm,nonforest,Wm51
NonForest,,,Ws,Swamp,W,Ws,nonforest,Ws
NonForest,,,Ws01,Mountain alder - Skunk cabbage - Lady fern,W,Ws,nonforest,Ws01
NonForest,,,Ws02,Mountain alder - Pink spirea - Sitka sedge,W,Ws,nonforest,Ws02
NonForest,,,Ws03,Bebb's willow - Bluejoint,W,Ws,nonforest,Ws03
NonForest,,,Ws04,Drummond's willow - Beaked sedge,W,Ws,nonforest,Ws04
NonForest,,,Ws05,Maccalla's willow - Beaked sedge,W,Ws,nonforest,Ws05
NonForest,,,Ws06,Sitka willow - Sitka sedge,W,Ws,nonforest,Ws06
Forest,,,Ws07,Spruce - Common horsetail - Leafy moss,W,Ws,nonforest,Ws07
Forest,,,Ws07.1,Sxw - Horsetail - Leafy moss,W,Ws,nonforest,Ws07.1
Forest,,,Ws07.2,Sxw - Horsetail - Soft-leaved sedge - Leafy moss,W,Ws,nonforest,Ws07.2
Forest,,,Ws08,Subalpine fir - Sitka valerian - Common horsetail,W,Ws,nonforest,Ws08
Forest,,,Ws08.1,Bl - Sitka valerian - Horsetail,W,Ws,nonforest,Ws08.1
Forest,,,Ws08.2,Engelmann spruce - Subalpine fir - Horsetail - Canby's Lovage,W,Ws,nonforest,Ws08.2
Forest,,,Ws10,Western redcedar - Spruce - Skunk cabbage,W,Ws,nonforest,Ws10
Forest,,,Ws12,Sxw - Rocky Mountain sedge - Glow moss,W,Ws,nonforest,Ws12
NonForest,,,Ws13,Barclay’s willow - Common horsetail - Arrow-leaved groundsel,W,Ws,nonforest,Ws13
NonForest,,,Ws14,Mountain alder - Willow - Bluejoint,W,Ws,nonforest,Ws14
Forest,,,Ws15,SwSb - Labrador tea - Glow moss,W,Ws,nonforest,Ws15
NonForest,,,Ws50,Hardhack - Sitka sedge,W,Ws,nonforest,Ws50
Forest,,,Ws58,Mountain alder - Willow - Bluejoint,W,Ws,nonforest,Ws58
NonForest,,Wss,Wss,SwSb - Labrador tea - Glow moss,W,Ws,nonforest,Wss
NonForest,,Xv,Xv,Vegetation Disclimax,X,Xv,nonforest,Xv
NonForest,,Xvh,Xvh,"Vegetation Disclimax, Herb",X,Xv,nonforest,Xvh
NonForest,,Xvs,Xvs,"Vegetation Disclimax, Shrub",X,Xv,nonforest,Xvs
NonForest,,Xvt,Xvt,"Vegetation Disclimax, Treed",X,Xv,nonforest,Xvt
NonForested,,CA,CA,Canal,,NA,nonvegetated,nonvegetated
NonForested,,CB,CB,Cutbank,,NA,nonvegetated,nonvegetated
NonForested,,CF,CF,Cultivated Field,,NA,nonvegetated,nonvegetated
NonForested,,CO,CO,Cultivated Orchard,,NA,nonvegetated,nonvegetated
NonForested,,CV,CV,Cultivated Vineyard,,NA,nonvegetated,nonvegetated
NonForested,,CX,CX,Corridor/ Industry- Related Disturbance,,NA,nonvegetated,nonvegetated
NonForested,,DZ,DZ,Dam,,NA,nonvegetated,nonvegetated
NonForested,,ES,ES,Exposed Soil,,NA,nonvegetated,nonvegetated
NonForested,,GC,GC,Golf Course,,NA,nonvegetated,nonvegetated
NonForested,,GL,GL,Glacier,,NA,nonvegetated,nonvegetated
NonForested,,GP,GP,Gravel Pit,,NA,nonvegetated,nonvegetated
NonForested,,LA,LA,Lake,,NA,nonvegetated,nonvegetated
NonForested,,MI,MI,Mine,,NA,nonvegetated,nonvegetated
NonForested,,MO,MO,Moraine,,NA,nonvegetated,nonvegetated
NonForested,,MS,MS,Mine Spoil,,NA,nonvegetated,nonvegetated
NonForested,,OC,OC,Ocean,,NA,nonvegetated,nonvegetated
NonForested,,PD,PD,Pond,,NA,nonvegetated,nonvegetated
NonForested,,PS,PS,Permanent Snow,,NA,nonvegetated,nonvegetated
NonForested,,RE,RE,Reservoir,,NA,nonvegetated,nonvegetated
NonForested,,RI,RI,River,,NA,nonvegetated,nonvegetated
NonForested,,RM,RM,Reclaimed Mine,,NA,nonvegetated,nonvegetated
NonForested,,RN,RN,Railway Surface,,NA,nonvegetated,nonvegetated
NonForested,,RP,RP,Road Permanent,,NA,nonvegetated,nonvegetated
NonForested,,RR,RR,Rural Residential,,NA,nonvegetated,nonvegetated
NonForested,,TS,TS,Mine Tailing,,NA,nonvegetated,nonvegetated
NonForested,,UR,UR,Urban/ Suburban,,NA,nonvegetated,nonvegetated
